HTE
0.0
0.0
0.0
0.010000000000000002
-0.020000000000000018
-0.01
-0.01
0.0
0.020000000000000018
-0.020000000000000004
0.0
0.039999999999999925
0.01
0.05
0.009999999999999995
-0.01
-0.009999999999999998
0.0
-0.010000000000000009
0.010000000000000009
-0.009999999999999995
0.0
-0.01
0.020000000000000018
-0.010000000000000009
-0.01
0.0
0.030000000000000027
0.0
0.0
-0.020000000000000018
0.03999999999999998
0.010000000000000009
0.03
0.019999999999999997
0.0
0.0
0.0
-0.020000000000000004
0.0
0.0
0.0
-0.03333333333333344
0.009999999999999995
0.0
-0.02
0.0
0.0
0.02999999999999997
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.01
0.03
-0.03999999999999998
0.0
0.0
0.0
-0.050000000000000044
0.0
0.0
0.0
0.0
0.02999999999999997
0.0
-0.06
0.0
0.0
0.06000000000000005
0.0
-0.009999999999999981
-0.039999999999999994
0.06999999999999998
0.0
0.02
0.0
0.0
0.020000000000000018
0.0
-0.01
-0.019999999999999997
-0.01
0.01999999999999999
0.020000000000000018
0.0
0.0
-0.03
0.0
0.0
0.020000000000000018
0.0
0.0
0.05000000000000002
0.0
-0.020000000000000018
0.0
0.0
0.0
-0.01
0.0
0.0
0.01
0.0
-0.06000000000000005
0.0
0.0
-0.01
0.0
0.0
0.0
-0.030000000000000027
0.0
-0.019999999999999997
0.0
0.0
0.0
0.0
-0.020000000000000004
0.0
-0.010000000000000009
0.0
-0.01
0.020000000000000018
0.04083333333333328
0.0
0.0
0.0
0.01
-0.009999999999999995
0.0
-0.01
0.010000000000000009
0.010000000000000009
0.01999999999999999
0.0
0.0
-0.04333333333333332
-0.01
0.009999999999999981
-0.01
0.0
0.0
-0.01
0.0
0.010000000000000009
-0.020000000000000004
0.009999999999999995
0.0
0.009999999999999995
0.0
0.010000000000000009
-0.01
-0.01
0.010000000000000009
-0.036666666666666674
0.005714285714285713
0.0
0.0
0.020000000000000004
-0.003333333333333327
0.0
-0.030000000000000002
0.010000000000000009
0.0
-0.009999999999999998
0.0
-0.010000000000000009
-0.009999999999999981
0.0
0.0
0.03
0.0
0.0
0.010000000000000009
0.020000000000000018
0.0
-0.01
0.0
0.009999999999999981
0.0
0.0
0.0
0.0
-0.03
0.0
0.0
-0.06
-0.010000000000000002
0.0
0.0
0.0
0.0
0.0
-0.03499999999999999
0.0
-0.009999999999999981
0.0
0.009999999999999981
0.0
0.0
0.0
-0.006666666666666654
0.02999999999999997
0.0
0.0
0.020000000000000018
-0.020000000000000004
-0.010000000000000002
-0.01999999999999999
0.0
0.010000000000000009
0.0
0.0
0.016666666666666663
0.02999999999999997
0.0
0.0
-0.03407142857142853
